Protein,ProtNLM_Top1,ProtNLM_Top1_Score,ProtNLM_Top10
B9J08_004282,Nucleic acid binding protein,0.0642938188397268,"Nucleic acid binding protein [0.0643] | Nucleic-acid-binding protein from transposon X-element [0.0631] | PRE_C2HC domain-containing protein [0.0281] | Retrotransposon protein, putative, unclassified [0.0221] | PARP-type domain-containing protein [0.0149] | DDE-1 domain-containing protein [0.0148] | CXXC-type domain-containing protein [0.0144] | Nucleic acid binding protein, [0.0141] | Nucleic acid binding [0.0123] | WGS project CBMI000000000 data, contig [0.0060]"
B9J08_004283,Hypothetical protein,0.0509357736911312,"Hypothetical protein [0.0509] | Ovule protein [0.0363] | Transposase [0.0162] | Bgt- [0.0111] | WGS project CBMI000000000 data, contig [0.0029] | Histone-lysine N-methyltransferase SETMAR [0.0025] | WGS project CBMG000000000 data, contig CS5907- [0.0017] | Histone H3 [0.0014] | WGS project CBME000000000 data, contig [0.0009] | Histone deacetylase [0.0007]"
B9J08_004284,Transcription initiation factor SL1/TIF-IB subunit D,0.0772041040653817,Transcription initiation factor SL1/TIF-IB subunit D [0.0772] | Surfeit locus protein 2 [0.0346] | Hypothetical protein [0.0108] | Transcriptional activator spt7 [0.0102] | TATA box-binding protein-associated factor RNA polymerase I subunit D [0.0097] | Zf-C2H2_2 domain-containing protein [0.0097] | Chromatin modification-related protein eaf7 [0.0081] | Serine/arginine repetitive matrix protein 2 [0.0051] | TATA box-binding protein-associated factor 1D [0.0045] | Serine/arginine repetitive matrix protein 2-like [0.0040]
B9J08_004287,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5, mitochondrial",0.2256056526916286,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5, mitochondrial [0.2256] | NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial [0.0926] | NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial [0.0604] | NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit [0.0574] | Complex I-B16.6 [0.0438] | NADH-ubiquinone oxidoreductase [0.0434] | Complex I-SGDH [0.0341] | Complex I-B17 [0.0330] | NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 [0.0257] | NADH-ubiquinone oxidoreductase 30.4 kDa subunit [0.0254]"
B9J08_004290,Hypothetical protein,0.0598787269884614,Hypothetical protein [0.0599] | Solute carrier family 40 protein [0.0202] | Mitochondrial import inner membrane translocase subunit Tim17-B [0.0180] | MFS_1_like domain-containing protein [0.0162] | Transmembrane protein [0.0142] | Mitochondrial inner membrane protein OXA1 [0.0133] | Mitochondrial inner membrane protein OXA1-like [0.0105] | Mitochondrial import inner membrane translocase subunit TIM22 [0.0090] | Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein [0.0076] | Mitochondrial import inner membrane translocase subunit Tim17-B-like [0.0074]
B9J08_004291,RNA-dependent RNA polymerase,0.1384341047415855,RNA-dependent RNA polymerase [0.1384] | SET domain-containing protein [0.0421] | Piwi domain-containing protein [0.0324] | EC:3.6.4.13 [0.0291] | DUF3715 domain-containing protein [0.0245] | EC:2.7.7.48 [0.0156] | EC:3.6.4.12 [0.0132] | DNA-directed DNA polymerase [0.0121] | DNA-directed RNA polymerase [0.0101] | RT_RNaseH_2 domain-containing protein [0.0092]
B9J08_004296,SURF1-like protein,0.1812992035852889,SURF1-like protein [0.1813] | Hypothetical protein [0.0359] | Small integral membrane protein 26 [0.0234] | Mitofilin [0.0182] | Expressed conserved protein [0.0114] | Small integral membrane protein 26-like [0.0106] | Small integral membrane protein 29 [0.0100] | NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 [0.0089] | Hypothetical_protein [0.0066] | DUF3336 domain-containing protein [0.0064]
B9J08_004305,AAA domain-containing protein,0.0841547314884878,AAA domain-containing protein [0.0842] | C2H2-type domain-containing protein [0.0736] | Protein kinase domain-containing protein [0.0407] | CABIT domain-containing protein [0.0160] | AAA-domain-containing protein [0.0134] | SH2 domain-containing protein [0.0116] | Ca2+-dependent phospholipid-binding protein synaptotagmin [0.0084] | C2 domain-containing protein [0.0077] | Crossover junction endonuclease mus81 [0.0067] | DNA polymerase [0.0062]
B9J08_004314,Hypothetical protein,0.0485432548493032,Hypothetical protein [0.0485] | Nucleotid_trans domain-containing protein [0.0420] | NAD(P)-binding protein [0.0286] | NmrA domain-containing protein [0.0226] | NAD_binding_4 domain-containing protein [0.0126] | NAD(P)-binding domain [0.0090] | NAD(P)-bd_dom domain-containing protein [0.0077] | Glycosyltransferase family 1 protein [0.0054] | UDP-glucose 4-epimerase [0.0053] | UDP-glucose:Glycoprotein Glucosyltransferase [0.0048]
B9J08_004348,Similar to,0.0449558605941491,"Similar to [0.0450] | EC:3.1.1.- [0.0126] | Arylsulfatase [0.0083] | EC:3.1.1.5 [0.0080] | Phospholipase-like protein [0.0071] | Phage protein [0.0061] | WGS project CBMI000000000 data, contig [0.0046] | Alkaline phosphatase [0.0044] | Alkaline phosphatase-like protein [0.0041] | Glycosyl transferase [0.0038]"
B9J08_004354,F-box protein At2g16365-like,0.2121558796053565,F-box protein At2g16365-like [0.2122] | F-box family protein [0.0644] | Membrane-associated kinase regulator 6 [0.0524] | F-box protein [0.0519] | F-box protein At2g16365 [0.0391] | (thale cress) hypothetical protein [0.0291] | The fantastic four family [0.0206] | F-box domain-containing protein [0.0174] | Ovule protein [0.0154] | The fantastic four family protein [0.0087]
B9J08_004358,Hypothetical_protein,0.1900852295056885,Hypothetical_protein [0.1901] | CBF domain-containing protein [0.0265] | Ectopic P granules protein 5 homolog [0.0236] | SOSS complex subunit A homolog [0.0158] | DUF2428 domain-containing protein [0.0144] | CAP-Gly domain-containing protein [0.0129] | Ectopic P granules protein 5 [0.0100] | Ribosome biogenesis protein MAK21 [0.0094] | Transmembrane protein [0.0088] | Ectopic P granules protein 5-like protein [0.0062]
B9J08_004366,NPH3 domain-containing protein,0.1991381373696,NPH3 domain-containing protein [0.1991] | Hypothetical protein [0.0189] | VHS domain-containing protein [0.0185] | Defective in cullin neddylation protein [0.0131] | DUF4283 domain-containing protein [0.0080] | CID domain-containing protein [0.0074] | Ras-GEF domain-containing protein [0.0068] | Ras-GAP domain-containing protein [0.0029] | Ral guanine nucleotide dissociation stimulator-like [0.0024] | Ral guanine nucleotide dissociation stimulator-like 1 [0.0023]
B9J08_004376,Integral membrane protein,0.0908011023738023,Integral membrane protein [0.0908] | SSD domain-containing protein [0.0484] | (pine wood nematode) hypothetical protein [0.0364] | Lysosomal cobalamin transporter [0.0217] | DUF3533 domain-containing protein [0.0193] | Hypothetical_protein [0.0189] | Hypothetical protein [0.0175] | DUF4239 domain-containing protein [0.0160] | Integral membrane protein-like protein [0.0143] | Niemann-Pick C1 protein [0.0078]
B9J08_004379,Hypothetical protein,0.56572105005162,Hypothetical protein [0.5657] | Hypothetical_protein [0.1167] | Active regulator of SIRT1 [0.0467] | Regulator of rDNA transcription 14 [0.0172] | NAM-associated domain-containing protein [0.0162] | Hypothetical conserved protein [0.0112] | Serum response factor-binding protein 1 [0.0064] | Conserved protein [0.0059] | Hypothetical [0.0045] | BLOC-1 subunit 6 [0.0017]
B9J08_004387,SH2 domain-containing protein,0.03133244463155,"SH2 domain-containing protein [0.0313] | Bgt- [0.0209] | SH2_2 domain-containing protein [0.0203] | Anaphase-promoting complex subunit 2 [0.0177] | Ribosomal protein L34Ae [0.0153] | Hypothetical_protein [0.0150] | E3 ubiquitin-protein ligase [0.0042] | WGS project CCBQ000000000 data, contig 00106 [0.0041] | WGS project CCBQ000000000 data, contig 00015 [0.0040] | Ribosomal protein L22/L17 [0.0026]"
B9J08_004390,TRNA:m(4)X modification enzyme TRM13,0.0978391276121986,TRNA:m(4)X modification enzyme TRM13 [0.0978] | EC:2.1.1.225 [0.0697] | Hypothetical protein [0.0336] | TTF-type domain-containing protein [0.0225] | Methyltransferase [0.0202] | A to I editase domain-containing protein [0.0188] | Methyltranfer_dom domain-containing protein [0.0175] | EC:2.1.1.211 [0.0077] | Methyltransferase-like protein [0.0071] | Chromodomain-helicase-DNA-binding protein 1-like [0.0055]
B9J08_004395,Coiled-coil protein,0.3159122790530183,Coiled-coil protein [0.3159] | Augmin complex subunit dgt3 [0.0940] | Coiled-coil domain-containing protein [0.0267] | Coiled coil protein [0.0229] | Augmin complex subunit msd5 [0.0223] | Augmin subunit 2 [0.0139] | Augmin subunit [0.0138] | Coiled-coil domain-containing protein 141 [0.0111] | Coiled-coil domain-containing protein 142 [0.0107] | Dynactin subunit 2 [0.0102]
B9J08_004415,Signal recognition particle subunit SRP72,0.2054643590063925,"Signal recognition particle subunit SRP72 [0.2055] | TPR_REGION domain-containing protein [0.0546] | CDC37_M domain-containing protein [0.0411] | Signal recognition particle subunit srp72 [0.0209] | CDC37_C domain-containing protein [0.0191] | Signal recognition particle subunit SRP68 [0.0153] | CDC37_N domain-containing protein [0.0123] | Vta1 domain-containing protein [0.0109] | SRP40, C-terminal domain-containing protein [0.0064] | CDC27 [0.0056]"
B9J08_004416,BRICHOS domain-containing protein,0.0819486462824273,"BRICHOS domain-containing protein [0.0819] | BRICHOS domain-containing protein 5 [0.0670] | Transmembrane protein 98 [0.0371] | BRICHOS domain containing 5 [0.0353] | Interleukin-6 [0.0275] | Transmembrane protein, [0.0238] | GNVR domain-containing protein [0.0129] | Transmembrane protein [0.0125] | Transmembrane protein 41B [0.0100] | Tumor necrosis factor alpha-induced protein 2 [0.0088]"
B9J08_004418,(thale cress) hypothetical protein,0.0609601042246846,"(thale cress) hypothetical protein [0.0610] | Transmembrane protein, [0.0487] | Ovule protein [0.0451] | Transmembrane protein [0.0121] | TPX2_importin domain-containing protein [0.0064] | TPX2 domain-containing protein [0.0057] | Homeodomain-like superfamily protein [0.0056] | DUF3353 domain-containing protein [0.0050] | F-box family protein [0.0016] | F-box protein [0.0016]"
B9J08_004422,TPR_REGION domain-containing protein,0.628297275517086,TPR_REGION domain-containing protein [0.6283] | Hypothetical_protein [0.0337] | Tetratricopeptide repeat protein 15 [0.0237] | Tetratricopeptide-like helical [0.0145] | Tetratricopeptide repeat protein [0.0131] | Tetratricopeptide-like helical domain [0.0107] | CHAT domain-containing protein [0.0095] | TTC27 [0.0090] | TPR-like protein [0.0084] | PINc domain-containing protein [0.0056]
B9J08_004428,DEK_C domain-containing protein,0.2002005090860436,DEK_C domain-containing protein [0.2002] | RST domain-containing protein [0.0602] | NET domain-containing protein [0.0266] | (pine wood nematode) hypothetical protein [0.0220] | Transcription factor [0.0202] | MADS-box domain-containing protein [0.0188] | TFIIS central domain-containing protein [0.0156] | BZIP domain-containing protein [0.0153] | Transcription factor bZIP family [0.0078] | Transcription initiation factor TFIID subunit 12 [0.0067]
B9J08_004442,Seipin,0.8481737654276187,"Seipin [0.8482] | Hypothetical protein [0.0280] | Transmembrane protein 231 [0.0264] | (pine wood nematode) hypothetical protein [0.0044] | Hypothetical_protein [0.0043] | Adipose-regulatory protein, Seipin [0.0024] | Tubulin polyglutamylase complex subunit 2 [0.0016] | Adipose-regulatory protein [0.0015] | Cell cycle control protein [0.0015] | Transmembrane protein [0.0015]"
B9J08_004453,JmjC domain-containing protein,0.176061732048121,"JmjC domain-containing protein [0.1761] | ULP_PROTEASE domain-containing protein [0.1120] | DRMBL domain-containing protein [0.0155] | SANT domain-containing protein [0.0147] | PHD-type domain-containing protein [0.0102] | (thale cress) hypothetical protein [0.0096] | Protein kinase domain-containing protein [0.0092] | FYR N-terminal domain-containing protein [0.0087] | FYR C-terminal domain-containing protein [0.0086] | Ulp1 protease family, C-terminal catalytic domain-containing protein [0.0030]"
B9J08_004455,Histone acetyltransferase,0.0698600669194775,Histone acetyltransferase [0.0699] | Protein kinase domain-containing protein [0.0400] | Serine/arginine repetitive matrix protein 2-like [0.0338] | Serine/arginine repetitive matrix protein 2 [0.0251] | Serine/threonine-protein kinase kinX [0.0167] | Flocculation protein FLO11 [0.0167] | Flocculation protein FLO11-like [0.0131] | Unconventional myosin-XVIIIa [0.0111] | Histone acetyltransferase KAT6B [0.0111] | EC:2.7.11.1 [0.0108]
B9J08_004465,Fibroin heavy chain,0.0744942911482251,Fibroin heavy chain [0.0745] | Fibroin heavy chain-like [0.0328] | Fibroin light chain [0.0309] | Gly-Xaa-Xaa repeat protein [0.0235] | GPI-anchored protein pfl2 [0.0218] | Chitin-binding type-3 domain-containing protein [0.0146] | Glycine-rich cell wall structural protein 1 [0.0142] | Gly-rich protein [0.0132] | Major ampullate spidroin 1 [0.0106] | GPI-anchored protein [0.0099]
B9J08_004471,Str. FM013,0.0604043432097557,"Str. FM013 [0.0604] | Secreted protein [0.0567] | Hydrophobin [0.0304] | Conserved secreted protein [0.0159] | Cell wall mannoprotein 1 [0.0141] | Similar to [0.0121] | Conserved hypothetical secreted protein [0.0120] | WGS project CBMI000000000 data, contig [0.0116] | Conserved protein [0.0104] | WGS project CABT00000000 data, contig 2.2 [0.0031]"
B9J08_004476,GPI anchored serine-rich protein,0.0648183538564198,GPI anchored serine-rich protein [0.0648] | Secreted protein [0.0499] | GPI anchored protein [0.0343] | Hyphal_reg_CWP domain-containing protein [0.0232] | Flo11 domain-containing protein [0.0221] | GPI anchored serine-threonine rich protein [0.0106] | Cell wall protein [0.0106] | Gpi anchored serine-rich protein [0.0088] | GPI-anchored protein [0.0075] | Yeast-form wall Protein 1 [0.0071]
B9J08_004481,TIR domain-containing protein,0.323015737040611,TIR domain-containing protein [0.3230] | PINc domain-containing protein [0.0494] | Crinkler (CRN) family protein [0.0186] | AAA_12 domain-containing protein [0.0179] | DUF1308 domain-containing protein [0.0177] | HEPN domain-containing protein [0.0167] | PPDK_N domain-containing protein [0.0149] | AAA_8 domain-containing protein [0.0123] | Crinkler (CRN) [0.0074] | Sterile alpha and TIR motif-containing protein 1 [0.0052]
B9J08_004484,Hypothetical_protein,0.2261767484001696,"Hypothetical_protein [0.2262] | (pine wood nematode) hypothetical protein [0.0693] | Hypothetical protein [0.0401] | Cell division protein [0.0178] | Transmembrane protein [0.0160] | Hypothetical_protein_-_conserved [0.0154] | Hypothetical_protein_conserved [0.0123] | Septum formation initiator [0.0098] | Localization factor PodJL [0.0084] | ATP synthase assembly factor FMC1, mitochondrial [0.0052]"
B9J08_004528,NADH-u_ox-rdase domain-containing protein,0.0872068464421097,"NADH-u_ox-rdase domain-containing protein [0.0872] | NADH-ubiquinone oxidoreductase subunit [0.0492] | Hypothetical_protein [0.0406] | Mitochondrial import inner membrane translocase subunit Tim23 [0.0396] | Complex I-B16.6 [0.0273] | Mitochondrial import inner membrane translocase subunit Tim29 [0.0163] | OCIA domain-containing protein [0.0142] | Transmembrane protein [0.0129] | WGS project CCBQ000000000 data, contig 00015 [0.0116] | Transmembrane protein, [0.0113]"
B9J08_004575,Monopolar spindle protein 2,0.1031900079992807,"Monopolar spindle protein 2 [0.1032] | Protein CASP [0.0858] | Vesicle transport protein USE1 [0.0401] | USE1-like protein [0.0194] | Hypothetical protein [0.0172] | Transmembrane protein, [0.0115] | ADP-ribosylation factor-like protein 6-interacting protein 1 [0.0072] | Monopolar spindle 1 [0.0071] | Protein CASP-like [0.0067] | Vesicle transport protein SEC20 [0.0037]"
B9J08_004577,Clock-controlled protein 6,0.2452995929242345,Clock-controlled protein 6 [0.2453] | Clock-controlled protein 6 protein [0.1185] | Mmc protein [0.0314] | Cell wall protein SED1 [0.0175] | Spi1p [0.0148] | Clock-controlled gene 6 [0.0129] | SED1-like protein [0.0120] | Clock-controlled gene 6 protein [0.0110] | Clock-controlled protein [0.0106] | Clock-controlled protein 6-like protein [0.0085]
B9J08_004582,RNA-dependent RNA polymerase,0.2682217821527186,RNA-dependent RNA polymerase [0.2682] | RNA-directed RNA polymerase [0.1705] | EC:2.7.7.48 [0.0642] | CST complex subunit CTC1 [0.0638] | EC:2.7.7.6 [0.0175] | MACPF domain-containing protein [0.0130] | FBD domain-containing protein [0.0109] | DNA helicase [0.0088] | RNA helicase [0.0085] | (thale cress) hypothetical protein [0.0073]
B9J08_004597,"Transmembrane protein,",0.0520995533260455,"Transmembrane protein, [0.0521] | Hypothetical protein [0.0274] | UPF0658 Golgi apparatus membrane protein C23H3.04 [0.0162] | (thale cress) hypothetical protein [0.0160] | DUF3533 domain-containing protein [0.0156] | Transmembrane protein [0.0152] | SUR7/PalI family protein [0.0133] | Hypothetical membrane protein [0.0132] | GPI ethanolamine phosphate transferase 3 [0.0097] | UPF0481 protein At3g47200-like [0.0094]"
B9J08_004614,Transmembrane protein,0.3137796494042669,"Transmembrane protein [0.3138] | Vesicle transport protein [0.2430] | Transmembrane protein, [0.0413] | Transmembrane protein 169 [0.0201] | Transmembrane protein 71 [0.0149] | Hypothetical protein [0.0108] | Transmembrane protein 116 [0.0088] | Conserved plasma membrane protein [0.0086] | Transmembrane protein 202 [0.0082] | Transmembrane protein 144 [0.0056]"
B9J08_004615,PGG domain-containing protein,0.168406982764762,PGG domain-containing protein [0.1684] | Hypothetical protein [0.0317] | PHM7_cyt domain-containing protein [0.0293] | (thale cress) hypothetical protein [0.0234] | (pine wood nematode) hypothetical protein [0.0079] | T2SSF domain-containing protein [0.0068] | DUF4149 domain-containing protein [0.0063] | PGG domain containing protein [0.0060] | Organic cation transporter [0.0025] | ABC transporter [0.0015]
B9J08_004623,Hypothetical_protein,0.1375787697787762,Hypothetical_protein [0.1376] | (pine wood nematode) hypothetical protein [0.1346] | Hypothetical protein [0.0255] | SANT domain-containing protein [0.0210] | (Z [0.0078] | Dynein regulatory complex subunit 7 [0.0060] | Protein kinase domain-containing protein [0.0035] | Transient receptor potential cation channel subfamily A member 1 [0.0025] | Rap1-interacting factor 1 N terminal-domain-containing protein [0.0020] | Rap1 GTPase-activating protein 1 [0.0018]
B9J08_004632,Hypothetical_protein,0.1112586266955094,"Hypothetical_protein [0.1113] | CNH domain-containing protein [0.0776] | Hypothetical protein [0.0527] | Transducin/WD40 repeat-like superfamily protein [0.0429] | (pine wood nematode) hypothetical protein [0.0191] | U3 small nucleolar RNA-associated protein 18 homolog [0.0086] | U3 small nucleolar RNA-associated protein 18-like protein [0.0086] | WGS project CCBQ000000000 data, contig 00015 [0.0061] | U3 small nucleolar RNA-associated protein 18 [0.0046] | WGS project CCBQ000000000 data, contig 00106 [0.0044]"
B9J08_004637,Mitofilin,0.0590624467655927,Mitofilin [0.0591] | MICOS complex subunit MIC60 [0.0353] | PH domain-containing protein [0.0332] | TPR_REGION domain-containing protein [0.0270] | Hypothetical_protein [0.0176] | CAP10 domain-containing protein [0.0135] | PH-response regulator protein palC [0.0101] | Regulator of G protein signaling superfamily [0.0078] | Hypothetical protein [0.0072] | MICOS complex subunit [0.0050]
B9J08_004645,Protein Red,0.1041228170868978,Protein Red [0.1041] | Protein KRI1 homolog [0.0698] | DUF2040 domain-containing protein [0.0528] | Protein kinase domain-containing protein [0.0359] | Chromatin-remodeling ATPase INO80 [0.0343] | Protein SPT2 homolog [0.0282] | Hypothetical_protein [0.0278] | IK cytokine [0.0247] | EC:3.6.4.- [0.0148] | EC:3.6.4.12 [0.0138]
B9J08_004660,Transcription factor,0.0507320530960993,"Transcription factor [0.0507] | WGS project CCBQ000000000 data, contig 00015 [0.0242] | WGS project CCBQ000000000 data, contig 00106 [0.0206] | Hypothetical_protein [0.0148] | WGS project CCBQ000000000 data, contig 00016 [0.0128] | Piso0_005768 protein [0.0111] | WGS project CCBQ000000000 data, contig 00107 [0.0110] | Piso0_005769 protein [0.0099] | Piso0_005766 protein [0.0096] | Piso0_005761 protein [0.0078]"
B9J08_004667,Hypothetical protein,0.0328674499462727,"Hypothetical protein [0.0329] | (pine wood nematode) hypothetical protein [0.0148] | WGS project CBMI000000000 data, contig [0.0064] | WGS project CBMG000000000 data, contig CS5907- [0.0042] | Mus musculus [0.0030] | WGS project CBME000000000 data, contig [0.0029] | Conjugal transfer protein TraB [0.0026] | DUF1773 domain-containing protein [0.0020] | NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 [0.0015] | NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 [0.0012]"
B9J08_004688,"Transcription elongation factor, mitochondrial",0.072359094668813,"Transcription elongation factor, mitochondrial [0.0724] | Transcription factor TFIID [0.0453] | Transcription initiation factor TFIID subunit 7 [0.0446] | Transcription factor TFIID (Or TATA-binding protein TBP) [0.0376] | 39S ribosomal protein L48, mitochondrial [0.0301] | Transcription elongation factor SPT5 [0.0214] | Transcription elongation factor S-II [0.0173] | Transcription elongation factor B polypeptide 2 [0.0170] | Transcription elongation factor SPT5 homolog 1 [0.0169] | Transcription elongation factor B, polypeptide 2 [0.0134]"
B9J08_004698,Hypothetical_protein,0.0077822644944187,Hypothetical_protein [0.0078] | Hypothetical protein [0.0074] | DUF4806 domain-containing protein [0.0072] | Zinc finger protein [0.0066] | Serine/threonine-protein kinase [0.0040] | PiggyBac transposable element-derived protein 4-like [0.0038] | PiggyBac transposable element-derived protein 4 [0.0034] | Serine/threonine protein kinase [0.0030] | Histone deacetylase Rpd3 [0.0030] | PiggyBac transposable element-derived protein 3 [0.0023]
B9J08_004703,XPGI domain-containing protein,0.0709382633422396,XPGI domain-containing protein [0.0709] | Hypothetical_protein [0.0493] | Hypothetical protein [0.0446] | U3 small nucleolar ribonucleoprotein protein MPP10 [0.0433] | DUF3835 domain-containing protein [0.0211] | Midasin [0.0158] | WASH complex subunit 2 [0.0074] | U3 small nucleolar ribonucleoprotein mpp10 [0.0070] | Rab-GAP TBC domain-containing protein [0.0055] | DNA repair protein complementing XP-G cells [0.0054]
B9J08_004711,(thale cress) hypothetical protein,0.1324433849834796,"(thale cress) hypothetical protein [0.1324] | Ovule protein [0.0688] | Hypothetical protein [0.0334] | Protein CHUP1, chloroplastic [0.0221] | Protein CHUP1, chloroplastic-like [0.0205] | NAB domain-containing protein [0.0125] | BZIP transcription factor [0.0053] | Protein CHUP1 [0.0048] | Protein CHUP1 chloroplastic-like [0.0028] | Myosin heavy chain-related protein [0.0023]"
B9J08_004727,Nuclear pore complex protein Nup85,0.240909943163622,Nuclear pore complex protein Nup85 [0.2409] | Nuclear pore protein [0.2084] | FAT domain-containing protein [0.0915] | Nuclear pore complex protein [0.0382] | Nucleoporin_C domain-containing protein [0.0303] | Nup96 domain-containing protein [0.0241] | Serine/threonine-protein kinase ATR [0.0211] | Serine/threonine protein kinase [0.0159] | Nuclear pore complex protein Nup160 [0.0116] | EC:2.7.11.1 [0.0091]
B9J08_004732,Thioredoxin-like_fold domain-containing protein,0.3780460222177817,Thioredoxin-like_fold domain-containing protein [0.3780] | Thioredoxin-like protein [0.0447] | Thioredoxin-like fold [0.0205] | Hypothetical protein [0.0156] | FCP1 homology domain-containing protein [0.0121] | Thioredoxin domain-containing protein [0.0110] | Thioredoxin-like fold protein [0.0106] | Mitochondrial import inner membrane translocase subunit TIM50 [0.0102] | PREDICTED: nucleoredoxin [0.0101] | Sec1-like protein [0.0096]
B9J08_004755,Crinkler (CRN) family protein,0.0657906077228947,"Crinkler (CRN) family protein [0.0658] | Crinkler (CRN) [0.0300] | Flagellar associated protein [0.0197] | Genome assembly, chromosome: II [0.0109] | Crinkler family protein [0.0081] | DUF2326 domain-containing protein [0.0053] | Crinkler (CRN) family protein, [0.0051] | SH2_2 domain-containing protein [0.0044] | SH2 domain-containing protein [0.0041] | Flagellar associated [0.0040]"
B9J08_004765,Transcription initiation factor SL1/TIF-IB subunit D,0.043472953082225,Transcription initiation factor SL1/TIF-IB subunit D [0.0435] | Surfeit locus protein 2 [0.0173] | Hypothetical protein [0.0166] | Ribosomal RNA-processing protein 8 [0.0154] | Hypothetical_protein [0.0136] | Nuclear autoantigen Sp-100 [0.0126] | TATA box-binding protein-associated factor RNA polymerase I subunit D [0.0124] | Nuclear autoantigen Sp-100-like [0.0068] | Coiled-coil domain-containing protein 81 [0.0051] | TATA box-binding protein-associated factor 1D [0.0045]
B9J08_004777,Hypothetical protein,0.0867117506075276,Hypothetical protein [0.0867] | Ribosome biogenesis protein SLX9 [0.0368] | Ribosome production factor 2 homolog [0.0357] | Ovule protein [0.0338] | Ribosome biogenesis protein slx9-like [0.0151] | (pine wood nematode) hypothetical protein [0.0150] | Ribosomal protein S7 [0.0113] | 30S ribosomal protein S21 [0.0090] | Ribosome biogenesis protein [0.0088] | Ribosomal protein S10 [0.0087]
B9J08_004779,C2H2-type domain-containing protein,0.031572880663729,C2H2-type domain-containing protein [0.0316] | BZIP domain-containing protein [0.0280] | (pine wood nematode) hypothetical protein [0.0159] | J domain-containing protein [0.0154] | C3H1-type domain-containing protein [0.0154] | Mediator of RNA polymerase II transcription subunit 26 [0.0138] | Centrosomal protein of 162 kDa [0.0116] | Mediator of rna polymerase ii transcription subunit 26 [0.0081] | Myb-like DNA-binding domain protein [0.0062] | Histone-lysine N-methyltransferase 2D [0.0038]
B9J08_004780,"ATPase expression protein 2, mitochondrial",0.5639391175361558,"ATPase expression protein 2, mitochondrial [0.5639] | Mtf2 domain-containing protein [0.0155] | Genetic interactor of prohibitin 5, mitochondrial [0.0149] | Mitochondrial translational activator [0.0095] | ATPase expression protein 2 [0.0083] | WGS project CCBQ000000000 data, contig 00015 [0.0063] | Transcription termination factor [0.0061] | Transcription termination factor, mitochondrial [0.0041] | ATPase expression protein 2, mitochondrial-like [0.0038] | ATPase expression protein [0.0031]"
B9J08_004790,Ras-associating domain-containing protein,0.0805056608158133,"Ras-associating domain-containing protein [0.0805] | DUF4708 domain-containing protein [0.0793] | Ral GTPase-activating protein subunit alpha-2 [0.0138] | Pleckstrin homology domain-containing family H member 2 [0.0072] | Ral GTPase-activating protein subunit beta-like [0.0062] | Testis-expressed sequence 264 protein [0.0059] | Ral GTPase-activating protein subunit alpha-2-like [0.0049] | Ral GTPase activating protein, beta subunit (Non-catalytic) [0.0048] | Ral GTPase-activating protein subunit beta [0.0047] | Ral GTPase-activating protein subunit alpha-1-like [0.0041]"
B9J08_004799,PAX3-and PAX7-binding protein 1,0.1185783157328538,PAX3-and PAX7-binding protein 1 [0.1186] | Nucleolar protein 16 [0.0515] | PAX3-and PAX7-binding protein 1-like [0.0395] | PAX3- and PAX7-binding protein 1-like [0.0184] | PAX3- and PAX7-binding protein 1 [0.0181] | (pine wood nematode) hypothetical protein [0.0156] | Swi5-dependent recombination DNA repair protein 1 homolog [0.0130] | Hypothetical protein [0.0125] | PAX3 and PAX7 binding protein 1 [0.0083] | Zinc finger protein 830 [0.0075]
B9J08_004831,Adherence factor,0.4847514721281613,"Adherence factor [0.4848] | HTH myb-type domain-containing protein [0.1034] | Myb-like domain-containing protein [0.0655] | Adherence factor, [0.0401] | SANT domain-containing protein [0.0373] | Myb-like DNA-binding domain-containing protein [0.0154] | Myb-like DNA-binding domain protein [0.0110] | Adherence factor protein [0.0103] | Adherence protein [0.0085] | Homeodomain-like protein [0.0081]"
B9J08_004842,Hypothetical_protein_-_conserved,0.0265691362615848,Hypothetical_protein_-_conserved [0.0266] | Unnamed product [0.0238] | Myb_DNA-bind_5 domain-containing protein [0.0229] | Branchpoint-bridging protein [0.0202] | Hypothetical_protein_conserved [0.0171] | Hypothetical_protein [0.0147] | Upf2 domain-containing protein [0.0134] | Transposase [0.0126] | Flagellar associated protein [0.0089] | SCHIP-1 domain-containing protein [0.0086]
B9J08_004863,Secreted protein,0.1004743314049411,Secreted protein [0.1005] | Conserved protein [0.0170] | Repressed By RIM101 protein 1 [0.0078] | GPI anchored protein [0.0072] | Repressed By RIM101 protein 1-like [0.0027] | Repressed By RIM101 protein 3 [0.0008] | Repressed By RIM101 protein 2 [0.0008] | Repressed By RIM101 protein [0.0006] | Repressed By RIM101 protein 1-like protein [0.0004] | Repressed By RIM101 protein 4 [0.0002]
