Protein,Gene ID,source_id,Product Description,Protein Length,Ortholog count,Paralog count,ProtNLM_Top1,ProtNLM_Top1_Score,ProtNLM_Top10,ProtNLM_Top1_Generic,ProtNLM_Score_GE_0.2,ProtNLM_Score_GE_0.5,ProtNLM_Score_GE_0.8,ProtNote_Top_GO,ProtNote_Top_GO_Description,ProtNote_Top_Probability,ProtNote_Top_Rank,ProtNote_Top_Specific_GO,ProtNote_Top_Specific_Description,ProtNote_Top_Specific_Probability,ProtNote_Top_Specific_Rank,ProtNote_NonObsolete_Count,ProtNote_Specific_Count,ProtNote_HighConf_Specific_Count,ProtNote_All_Specific_Descriptions,Has_ProtNote_Specific_Prediction,Has_HighConf_ProtNote_Specific,ProtNLM_NonGeneric,Candidate_Priority_Score,GO2SUM_Function_Text,GO2SUM_Function_Word_Count,GO2SUM_Function_Exact_Duplicate_Count,GO2SUM_Function_Review_Reasons,GO2SUM_Function_Review_Flag,GO2SUM_Pathway_Text,GO2SUM_Pathway_Word_Count,GO2SUM_Pathway_Exact_Duplicate_Count,GO2SUM_Pathway_Review_Reasons,GO2SUM_Pathway_Review_Flag,GO2SUM_Subunit_Text,GO2SUM_Subunit_Word_Count,GO2SUM_Subunit_Exact_Duplicate_Count,GO2SUM_Subunit_Review_Reasons,GO2SUM_Subunit_Review_Flag,GO2SUM_Any_Review_Flag,GO2SUM_Number_Of_Flagged_Output_Types
B9J08_002511,B9J08_002511,B9J08_002511-t37_1,hypothetical protein,147,24,0,Hypothetical protein,0.1528428130950064,"Hypothetical protein [0.1528] | Cytochrome c oxidase assembly protein COX16, mitochondrial [0.1285] | Hypothetical membrane protein [0.0535] | Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial [0.0318] | NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 [0.0281] | Hypothetical_protein [0.0277] | (pine wood nematode) hypothetical protein [0.0240] | Small integral membrane protein 26 [0.0220] | Cytochrome c oxidase assembly protein cox16, mitochondrial [0.0172] | Hypothetical membrane associated protein [0.0128]",True,False,False,False,GO:0005575,cellular_component,0.9647,1,GO:0016021,integral component of membrane,0.9345,4,20,14,14,integral component of membrane | intrinsic component of membrane | organelle part | mitochondrial part | intracellular organelle part | intracellular part | cellular component organization | cellular component organization or biogenesis | mitochondrial membrane part | organelle membrane | mitochondrial inner membrane | mitochondrial membrane | mitochondrial membrane organization | mitochondrion organization,True,True,False,2,May play a role in mitochondrial function and mitochondrial organization.,10,1,,False,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Homodimer.,1,182,,False,True,1
B9J08_003481,B9J08_003481,B9J08_003481-t37_1,hypothetical protein,220,8,0,Hypothetical protein,0.146615147845274,Hypothetical protein [0.1466] | DUF4806 domain-containing protein [0.1291] | DUF1604 domain-containing protein [0.0264] | BESS domain-containing protein [0.0256] | Pre-mRNA-splicing factor 18 [0.0192] | (pine wood nematode) hypothetical protein [0.0140] | Eukaryotic translation initiation factor 3 30 kDa subunit [0.0130] | Detected protein of confused Function [0.0110] | DUF4780 domain-containing protein [0.0087] | Protein AATF [0.0051],True,False,False,False,GO:0044424,intracellular part,0.9299,1,GO:0044424,intracellular part,0.9299,1,19,13,13,intracellular part | protein-containing complex | intracellular organelle part | organelle part | chromosomal part | nucleus | intracellular protein-containing complex | intracellular organelle | nuclear part | intracellular membrane-bounded organelle | spliceosomal complex | organic substance metabolic process | cellular component assembly,True,True,False,2,Required for the splicing of pre-mRNA.,6,1,,False,Amino-acid biosynthesis; ergothioneine biosynthesis.,4,13,,False,Interacts with ZNF148.,3,1,,False,False,0
B9J08_005118,B9J08_005118,B9J08_005118-t37_1,hypothetical protein,247,8,0,Myb_DNA-bind_3 domain-containing protein,0.1405376581477693,Myb_DNA-bind_3 domain-containing protein [0.1405] | (thale cress) hypothetical protein [0.0478] | PREDICTED: transposon CACTA En/Spm [0.0182] | Protein FAR1-RELATED SEQUENCE [0.0178] | S ribonuclease [0.0169] | L10-interacting MYB domain-containing protein-like [0.0136] | PREDICTED: transposon [0.0134] | PREDICTED: FAR1-RELATED SEQUENCE [0.0128] | Nucleotide-diphospho-sugar transferases superfamily protein [0.0114] | CACTA en-spm transposon protein [0.0113],False,False,False,False,GO:0008150,biological_process,0.6947,1,GO:0044424,intracellular part,0.4801,4,20,11,0,intracellular part | nucleus | cytoplasm | DNA conformation change | intracellular membrane-bounded organelle | intracellular organelle | ion binding | organelle organization | regulation of biological process | organic cyclic compound binding | heterocyclic compound binding,True,False,True,2,Atypical and probable non-specific DNA-binding protein that regulates several aspects of cellular processes by binding to a broad range of cellular proteins.,22,1,,False,Cofactor biosynthesis; tetrahydrofolate biosynthesis.,4,1,,False,Homodimer.,1,182,,False,False,0
B9J08_002049,B9J08_002049,B9J08_002049-t37_1,hypothetical protein,387,22,0,Hypothetical_protein,0.1403688518873466,"Hypothetical_protein [0.1404] | Hypothetical protein [0.0833] | DUF2040 domain-containing protein [0.0308] | Hypothetical conserved protein [0.0190] | Clathrin light chain [0.0168] | WGS project CCBQ000000000 data, contig 00015 [0.0110] | Coiled-coil domain-containing protein [0.0110] | WGS project CCBQ000000000 data, contig 00106 [0.0066] | WGS project CCBQ000000000 data, contig 00107 [0.0063] | ADP-ribosylation factor GTPase-activating protein [0.0046]",True,False,False,False,GO:0005575,cellular_component,0.8554,1,GO:0044424,intracellular part,0.7978,4,17,11,3,intracellular part | plasma membrane | membrane | cell division site | cytosol | cell cortex part | regulation of biological process | cell septum | regulation of cellular process | phragmoplast | intracellular organelle part,True,True,False,2,Has a role in the regulation of cell polarity and cytokinesis.,11,1,,False,Protein modification; protein glycosylation.,4,85,,False,"Homodimer, and heterodimer with ZYX.",5,1,,False,False,0
B9J08_004623,B9J08_004623,B9J08_004623-t37_1,hypothetical protein,377,9,0,Hypothetical_protein,0.1375787697787762,Hypothetical_protein [0.1376] | (pine wood nematode) hypothetical protein [0.1346] | Hypothetical protein [0.0255] | SANT domain-containing protein [0.0210] | (Z [0.0078] | Dynein regulatory complex subunit 7 [0.0060] | Protein kinase domain-containing protein [0.0035] | Transient receptor potential cation channel subfamily A member 1 [0.0025] | Rap1-interacting factor 1 N terminal-domain-containing protein [0.0020] | Rap1 GTPase-activating protein 1 [0.0018],True,False,False,False,GO:0008150,biological_process,0.6975,1,GO:0044424,intracellular part,0.6148,4,19,13,4,intracellular part | organophosphate ester transport | organelle part | intracellular organelle part | cellular component organization or biogenesis | regulation of biological process | cellular component organization | cytoplasm | ion transport | cellular localization | localization | external encapsulating structure organization | cell wall organization or biogenesis,True,True,False,2,Involved in cell wall and cytoskeleton organization.,7,1,,False,Purine metabolism; OBSOLETE biosynthesis.,4,2,obsolete_placeholder,True,Probably forms a homodimer.,4,1,,False,True,1
B9J08_001313,B9J08_001313,B9J08_001313-t37_1,hypothetical protein,125,6,0,Epidermal patterning factor-like protein,0.1195692135543365,Epidermal patterning factor-like protein [0.1196] | 4Fe-4S ferredoxin-type domain-containing protein [0.0232] | Electron transporter [0.0085] | Glutamate synthase [0.0061] | Electron transfer flavoprotein subunit alpha [0.0057] | Electron transfer flavoprotein subunit alpha mitochondrial [0.0052] | NADH-quinone oxidoreductase subunit I [0.0043] | Electron transfer flavoprotein subunit beta [0.0034] | TNF receptor-associated factor 6 [0.0031] | Electron transfer flavoprotein beta subunit [0.0029],False,False,False,False,GO:0043226,organelle,0.553,1,GO:0043229,intracellular organelle,0.4984,6,20,13,0,"intracellular organelle | intracellular membrane-bounded organelle | intracellular part | plastid | chloroplast | disulfide oxidoreductase activity | protein disulfide oxidoreductase activity | metal cluster binding | iron-sulfur cluster binding | 2 iron, 2 sulfur cluster binding | response to stimulus | response to abiotic stimulus | 4 iron, 4 sulfur cluster binding",True,False,True,2,"May only reduce GSH-thiol disulfides, but not protein disulfides.",9,1,,False,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Homodimer.,1,182,,False,True,1
B9J08_002248,B9J08_002248,B9J08_002248-t37_1,hypothetical protein,309,14,2,Hypothetical protein,0.1134229045993125,"Hypothetical protein [0.1134] | PRESAN domain-containing protein [0.0907] | Retrotrans_gag domain-containing protein [0.0607] | Myb_DNA-bind_3 domain-containing protein [0.0282] | Zf-RVT domain-containing protein [0.0239] | Transposase, Ptta/En/Spm, plant [0.0216] | DUF4219 domain-containing protein [0.0203] | Transposon protein, putative, CACTA, En/Spm sub-class [0.0107] | Protein FAR1-RELATED SEQUENCE [0.0101] | Transposase, Ptta/En/Spm [0.0096]",True,False,False,False,GO:0005575,cellular_component,0.9093,1,GO:0044424,intracellular part,0.698,4,17,9,6,intracellular part | intracellular organelle | intracellular membrane-bounded organelle | plasma membrane | cytoplasm | membrane | reproductive process | lipid binding | nucleus,True,True,False,2,"Binds to lipids, including phosphatidylinositol 3-phosphate P), phosphatidylinositol 4-phosphate P) and phosphatidylinositol 4,5-bisphosphate P2).",14,1,,False,Amino-acid biosynthesis; ergothioneine biosynthesis.,4,13,,False,Interacts with B'GAMMA and B'GAMMA in a GTP-dependent manner.,9,4,,False,False,0
B9J08_004632,B9J08_004632,B9J08_004632-t37_1,hypothetical protein,432,17,0,Hypothetical_protein,0.1112586266955094,"Hypothetical_protein [0.1113] | CNH domain-containing protein [0.0776] | Hypothetical protein [0.0527] | Transducin/WD40 repeat-like superfamily protein [0.0429] | (pine wood nematode) hypothetical protein [0.0191] | U3 small nucleolar RNA-associated protein 18 homolog [0.0086] | U3 small nucleolar RNA-associated protein 18-like protein [0.0086] | WGS project CCBQ000000000 data, contig 00015 [0.0061] | U3 small nucleolar RNA-associated protein 18 [0.0046] | WGS project CCBQ000000000 data, contig 00106 [0.0044]",True,False,False,False,GO:0008150,biological_process,0.9035,1,GO:0071704,organic substance metabolic process,0.8095,3,18,14,14,organic substance metabolic process | primary metabolic process | metabolic process | organic substance catabolic process | macromolecule metabolic process | catabolic process | nitrogen compound metabolic process | organic cyclic compound metabolic process | cellular metabolic process | developmental process | cellular aromatic compound metabolic process | cellular catabolic process | heterocycle metabolic process | macromolecule catabolic process,True,True,False,2,"Involved in the catabolism of short-chain fatty acids, via the protocatechuate 4,5-cleavage pathway.",13,1,,False,Organic acid metabolism; propanoate degradation.,5,2,,False,Homotetramer.,1,11,,False,False,0
B9J08_004037,B9J08_004037,B9J08_004037-t37_1,hypothetical protein,202,22,0,Hypothetical_protein,0.1082748321156296,Hypothetical_protein [0.1083] | Hypothetical protein [0.0855] | Secreted protein [0.0479] | Candidate secreted effector protein [0.0213] | Alpha-carbonic anhydrase domain-containing protein [0.0203] | Hypothetical conserved protein [0.0161] | Flo11 domain-containing protein [0.0110] | Cell wall protein [0.0102] | Polymorphic outer membrane protein [0.0054] | Flo11p [0.0023],True,False,False,False,GO:0005575,cellular_component,0.8458,1,GO:0016020,membrane,0.5719,3,16,10,1,membrane | plasma membrane | cell adhesion | biological adhesion | protein binding | intracellular part | multi-organism process | response to lithium ion | Golgi apparatus part | extracellular region,True,True,False,2,May be involved in cellular adhesion.,6,1,,False,Photosynthesis; C4 acid pathway.,4,13,photosynthesis_or_chloroplast,True,Homodimer.,1,182,,False,True,1
B9J08_002255,B9J08_002255,B9J08_002255-t37_1,hypothetical protein,134,5,0,Secreted protein,0.1068228704191747,"Secreted protein [0.1068] | Str. FM013 [0.0443] | Similar to [0.0389] | Opaque-phase-specific protein OP4 [0.0360] | Hydrophobin [0.0140] | CBP domain-containing protein [0.0111] | WGS project CBMI000000000 data, contig [0.0103] | Secretoglobin family 3A member 1 [0.0075] | Secretoglobin family 3A member 2 [0.0071] | Cell wall mannoprotein 1 [0.0058]",False,False,False,False,GO:0005575,cellular_component,0.8338,1,GO:0031225,anchored component of membrane,0.4483,7,17,10,0,anchored component of membrane | copper ion binding | external encapsulating structure | multi-organism process | cell wall | intrinsic component of membrane | extracellular region | periplasmic space | protein binding | cofactor binding,True,False,True,2,This protein is a copper-binding protein.,6,1,,False,Anchor biosynthesis; OBSOLETE biosynthesis.,4,10,obsolete_placeholder,True,Homodimer.,1,182,,False,True,1
B9J08_003607,B9J08_003607,B9J08_003607-t37_1,hypothetical protein,347,5,0,Acidic repeat-containing protein-like,0.1056205930790303,Acidic repeat-containing protein-like [0.1056] | Prostatic spermine-binding protein-like [0.0730] | Acidic repeat-containing protein [0.0354] | Acidic leucine-rich nuclear phosphoprotein 32-related protein 1-like [0.0293] | Acidic leucine-rich nuclear phosphoprotein 32-related protein-like [0.0251] | Hypothetical protein [0.0203] | Acidic leucine-rich nuclear phosphoprotein 32-related protein [0.0195] | Acidic leucine-rich nuclear phosphoprotein 32-related protein 2-like [0.0185] | Cerebellar degeneration-related antigen 1 [0.0184] | Replicase polyprotein 1a [0.0165],False,False,False,False,GO:0008150,biological_process,0.742,1,GO:0044424,intracellular part,0.4521,4,19,14,0,intracellular part | regulation of biological process | nuclear part | developmental process | response to endogenous stimulus | plant organ development | intracellular organelle part | response to hormone | vegetative to reproductive phase transition of meristem | regulation of reproductive process | organelle part | intracellular organelle | regulation of multicellular organismal development | anatomical structure development,True,False,True,2,"Negative regulator of plant growth and development, especially during the transition from vegetative to reproductive development.",16,1,,False,Protein modification; protein glycosylation.,4,85,,False,Interacts with EDM.,3,1,,False,False,0
B9J08_002161,B9J08_002161,B9J08_002161-t37_1,hypothetical protein,300,19,0,Hypothetical protein,0.1019795895864762,"Hypothetical protein [0.1020] | Str. FM013 [0.0279] | RYDR_ITPR domain-containing protein [0.0253] | RNase III domain-containing protein [0.0167] | DDE_Tnp_1_7 domain-containing protein [0.0138] | Reverse transcriptase domain-containing protein [0.0122] | Importin N-terminal domain-containing protein [0.0112] | Hypothetical_protein [0.0096] | WGS project CBMI000000000 data, contig [0.0079] | Reverse transcriptase [0.0064]",True,False,False,False,GO:0044424,intracellular part,0.8846,1,GO:0044424,intracellular part,0.8846,1,19,15,15,intracellular part | intracellular organelle part | organelle part | transcription regulator activator activity | DNA binding | nuclear part | transcription regulator activity | heterocyclic compound binding | organic cyclic compound binding | nucleic acid binding | cellular macromolecule metabolic process | macromolecule metabolic process | nitrogen compound metabolic process | nuclear transcription factor complex | DNA-binding transcription factor activity,True,True,False,2,Interconverts nitric oxide and proline. This protein is a transcriptional activator.,11,1,,False,Organosulfur degradation.,2,10,,False,Homodimer.,1,182,,False,False,0
B9J08_002695,B9J08_002695,B9J08_002695-t37_1,hypothetical protein,118,8,0,Secreted protein,0.0976076979862901,"Secreted protein [0.0976] | Cell wall mannoprotein 1 [0.0596] | Small secreted protein [0.0407] | Cell wall protein [0.0229] | Similar to [0.0169] | Antigenic cell wall protein [0.0141] | WGS project CBMI000000000 data, contig [0.0139] | Hydrophobic surface binding protein A-domain-containing protein [0.0131] | Aggrecan core protein [0.0081] | Secretoglobin family 1C member 1 [0.0046]",False,False,False,False,GO:0005575,cellular_component,0.6466,1,GO:0042597,periplasmic space,0.3817,5,18,12,0,"periplasmic space | outer membrane-bounded periplasmic space | multi-organism process | extracellular region | membrane | response to stimulus | pathogenesis | cell wall | biological adhesion | hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides | hydrolase activity, acting on ester bonds | hydrolase activity, acting on acid halide bonds, in C-halide compounds",True,False,True,2,Murein-degrading enzyme. May play a role in cell adhesion and biofilm maturation. Shows esterase activity with the artificial substrate p-nitrophenyl acetate,21,1,,False,Amino-acid biosynthesis.,2,32,,False,Homodimer.,1,182,,False,False,0
B9J08_000834,B9J08_000834,B9J08_000834-t37_1,hypothetical protein,421,23,0,Hypothetical_protein,0.0956244027734983,Hypothetical_protein [0.0956] | Protein MNN4 [0.0420] | UBX domain-containing protein [0.0211] | Hypothetical protein [0.0158] | (pine wood nematode) hypothetical protein [0.0145] | Regulator of nonsense transcripts 2 [0.0098] | DnaJ domain-containing protein [0.0062] | Cell division cycle and apoptosis regulator protein 1 [0.0051] | Cell division cycle protein [0.0039] | DnaJ domain protein [0.0037],True,False,False,False,GO:0005575,cellular_component,0.8446,1,GO:0044424,intracellular part,0.7599,4,16,11,2,intracellular part | cytoplasm | membrane | metabolic process | non-membrane-bounded organelle | cellular metabolic process | intracellular non-membrane-bounded organelle | ascus lipid droplet | cytosol | plasma membrane | interspecies interaction between organisms,True,True,False,2,May play a role in lipid metabolism.,7,1,,False,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,True,2
B9J08_001949,B9J08_001949,B9J08_001949-t37_1,hypothetical protein,133,4,0,Str. FM013,0.0925568338109402,"Str. FM013 [0.0926] | Secreted protein [0.0846] | Similar to [0.0759] | Ectomycorrhiza-regulated small secreted protein [0.0223] | WGS project CBMI000000000 data, contig [0.0108] | Cell wall mannoprotein [0.0103] | Cell wall protein [0.0069] | WGS project CABT00000000 data, contig 2.2 [0.0042] | Podospora anserina S mat+ genomic DNA chromosome 7, supercontig 1 [0.0037] | WGS project CABT00000000 data, contig 2.4 [0.0036]",False,False,False,False,GO:0005575,cellular_component,0.6641,1,GO:0030288,outer membrane-bounded periplasmic space,0.3758,4,15,11,0,outer membrane-bounded periplasmic space | extracellular region | periplasmic space | response to stimulus | defense response | organelle part | multi-organism process | response to antibiotic | multi-organism cellular process | response to stress | extracellular space,True,False,True,2,Has antibacterial activity against the Gram-positive bacterium S.aureus and the Gram-negative bacteria E.coli ML35p and P.aeruginosa. Lacks antifungal activity against C.albicans.,21,1,bacterial_or_viral_context,True,Amino-acid biosynthesis; OBSOLETE biosynthesis.,4,16,obsolete_placeholder,True,Homodimer.,1,182,,False,True,2
B9J08_005558,B9J08_005558,B9J08_005558-t37_1,hypothetical protein,177,43,5,Conserved protein,0.0921971978888394,"Conserved protein [0.0922] | Protein KRE1 [0.0567] | Secreted protein [0.0490] | Cell wall protein [0.0116] | WGS project CCBQ000000000 data, contig 00015 [0.0033] | WGS project CCBQ000000000 data, contig 00106 [0.0029] | Cell wall protein, [0.0026] | WGS project CCBQ000000000 data, contig 00107 [0.0022] | WGS project CCBQ000000000 data, contig 00016 [0.0015] | WGS project CCBQ000000000 data, contig 00099 [0.0010]",True,False,False,False,GO:0005575,cellular_component,0.8937,1,GO:0016020,membrane,0.757,2,18,10,3,membrane | plasma membrane | anchored component of membrane | intrinsic component of membrane | extracellular region | cation binding | metal ion binding | ion binding | cell wall | plasmodesmatal plasma membrane,True,True,False,2,Probably plays a role in cell division.,7,4,,False,Glycolipid biosynthesis.,2,9,,False,Homodimer.,1,182,,False,False,0
B9J08_000472,B9J08_000472,B9J08_000472-t37_1,hypothetical protein,271,11,0,Secreted protein,0.0912293890668975,Secreted protein [0.0912] | Hypothetical protein [0.0467] | (pine wood nematode) hypothetical protein [0.0184] | Secreted phosphoprotein 24 [0.0117] | Effector protein [0.0082] | DUF4476 domain-containing protein [0.0070] | Secreted phosphoprotein 2 [0.0040] | Secreted phosphoprotein 1 [0.0037] | Autophagy-related protein [0.0028] | DUF4230 domain-containing protein [0.0027],False,False,False,False,GO:0008150,biological_process,0.5746,1,GO:0044421,extracellular region part,0.4226,4,18,14,0,"extracellular region part | extracellular space | regulation of biological quality | regulation of biological process | organic substance transport | extracellular region | localization | establishment of localization | regulation of flavonoid biosynthetic process | regulation of cellular process | transport | hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds | protein-containing complex | drug transport",True,False,True,2,Regulates flavonol biosynthesis.,3,1,,False,Secondary metabolite biosynthesis; flavonoid biosynthesis,5,1,,False,Homodimer.,1,182,,False,False,0
B9J08_005072,B9J08_005072,B9J08_005072-t37_1,hypothetical protein,93,19,0,Myeloid leukemia factor 1,0.0867295938396502,"Myeloid leukemia factor 1 [0.0867] | Hypothetical protein [0.0656] | Myeloid leukemia factor [0.0547] | Myeloid leukemia factor 1-like [0.0221] | (thale cress) hypothetical protein [0.0141] | Myeloid leukemia factor 2 [0.0118] | (pine wood nematode) hypothetical protein [0.0092] | Signal peptide protein [0.0072] | Hypothetical_protein [0.0054] | Myeloid leukemia factor, [0.0036]",False,False,False,False,GO:0008150,biological_process,0.708,1,GO:0051704,multi-organism process,0.2991,6,18,14,0,multi-organism process | transport | membrane | genetic transfer | extracellular region | establishment of localization | cell projection | response to other organism | response to biotic stimulus | localization | response to stimulus | DNA mediated transformation | response to external stimulus | response to external biotic stimulus,True,False,True,2,Probably has a role in sperm-egg fusion.,7,1,,False,Amino-acid biosynthesis; ergothioneine biosynthesis.,4,13,,False,Interacts with B'GAMMA and B'GAMMA in a mutually exclusive manner.,10,3,,False,False,0
B9J08_004777,B9J08_004777,B9J08_004777-t37_1,hypothetical protein,167,3,0,Hypothetical protein,0.0867117506075276,Hypothetical protein [0.0867] | Ribosome biogenesis protein SLX9 [0.0368] | Ribosome production factor 2 homolog [0.0357] | Ovule protein [0.0338] | Ribosome biogenesis protein slx9-like [0.0151] | (pine wood nematode) hypothetical protein [0.0150] | Ribosomal protein S7 [0.0113] | 30S ribosomal protein S21 [0.0090] | Ribosome biogenesis protein [0.0088] | Ribosomal protein S10 [0.0087],True,False,False,False,GO:0008150,biological_process,0.6162,1,GO:0044260,cellular macromolecule metabolic process,0.6072,2,18,15,9,cellular macromolecule metabolic process | cellular macromolecule biosynthetic process | macromolecule metabolic process | protein metabolic process | macromolecule biosynthetic process | translation | biosynthetic process | cellular metabolic process | metabolic process | organic substance metabolic process | cellular protein metabolic process | nitrogen compound metabolic process | primary metabolic process | peptide biosynthetic process | chemosynthesis,True,True,False,2,Required for the biosynthesis of octapeptides.,6,1,,False,Cofactor biosynthesis; peptidoglycan biosynthesis.,4,1,,False,"Component of the DREAM complex at least composed of E2F4, E2F5, LIN9, LIN37, LIN52, LIN54, MYBL1, MYBL2, RBL1, RBL2, RBBP4, TRBL1 and TRBL2.",23,1,extreme_length_outlier,True,True,1
B9J08_000249,B9J08_000249,B9J08_000249-t37_1,hypothetical protein,436,8,0,Protein TSSC4,0.0866319455543794,Protein TSSC4 [0.0866] | (pine wood nematode) hypothetical protein [0.0366] | Hypothetical protein [0.0248] | Suppressor protein SRP40-like [0.0246] | (thale cress) hypothetical protein [0.0235] | Protein ENL-like [0.0121] | Protein BIG GRAIN 1-like A [0.0118] | Suppressor protein SRP40 [0.0117] | Protein ENL [0.0109] | Protein BIG GRAIN 1-like B [0.0065],False,False,False,False,GO:0008150,biological_process,0.746,1,GO:0050789,regulation of biological process,0.4893,4,18,9,0,regulation of biological process | regulation of cellular process | intracellular part | intracellular membrane-bounded organelle | regulation of gene expression | plasma membrane | developmental maturation | intracellular organelle | enzyme binding,True,False,True,2,"OBSOLETE is a single-component, multi-subunit protein that functions as a transcriptional regulator of nearly all RNA polymerase II-dependent genes.",19,1,obsolete_placeholder,True,Protein modification; protein ubiquitination.,4,16,,False,"Interacts with ABI1, ABI2, ABI3 and ABI4.",7,3,,False,True,1
B9J08_005147,B9J08_005147,B9J08_005147-t37_1,hypothetical protein,147,15,0,Hypothetical protein,0.0861975964069831,Hypothetical protein [0.0862] | (pine wood nematode) hypothetical protein [0.0304] | Ovule protein [0.0250] | Protein Ycf2-like [0.0188] | Phosphoprotein [0.0146] | Serrate RNA effector molecule homolog [0.0134] | (thale cress) hypothetical protein [0.0092] | Microtubule-associated protein futsch [0.0045] | Heat shock 70 kDa protein 14 [0.0041] | Microtubule-associated protein futsch-like [0.0033],True,False,False,False,GO:0008150,biological_process,0.7713,1,GO:0044237,cellular metabolic process,0.5536,5,17,10,3,cellular metabolic process | regulation of anatomical structure size | intracellular part | regulation of biological quality | metabolic process | organic substance metabolic process | cell volume homeostasis | nucleus | cellular component organization or biogenesis | vascular process in circulatory system,True,True,False,2,This protein is an obissile protein that functions as a vacuolar modulator.,12,1,,False,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,Homodimer.,1,182,,False,True,1
B9J08_003270,B9J08_003270,B9J08_003270-t37_1,hypothetical protein,293,8,0,Hypothetical protein,0.0852718438276155,"Hypothetical protein [0.0853] | Hypothetical_protein [0.0544] | (thale cress) hypothetical protein [0.0260] | T-SNARE coiled-coil homology domain-containing protein [0.0206] | SynN domain-containing protein [0.0194] | (pine wood nematode) hypothetical protein [0.0193] | Vesicle transport protein USE1 [0.0192] | Transmembrane protein, [0.0162] | Magnesium transporter [0.0159] | Transmembrane protein [0.0123]",True,False,False,False,GO:0005575,cellular_component,0.9809,1,GO:0016021,integral component of membrane,0.9729,2,20,13,13,integral component of membrane | intrinsic component of membrane | intracellular part | membrane | intracellular organelle part | organelle fusion | organelle membrane fusion | Golgi apparatus part | localization | intracellular organelle | establishment of localization | SNARE complex | organelle part,True,True,False,2,Required for the fusion of Golgi-derived vesicles with the plasma membrane.,11,1,,False,Protein modification; protein glycosylation.,4,85,,False,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,True,1
B9J08_001341,B9J08_001341,B9J08_001341-t37_1,hypothetical protein,230,7,0,Similar to,0.0811746697771798,"Similar to [0.0812] | BSD domain-containing protein [0.0609] | DUF4470 domain-containing protein [0.0086] | Hypothetical_protein [0.0086] | WGS project CBMI000000000 data, contig [0.0084] | DUF3669 domain-containing protein [0.0072] | WGS project CBMG000000000 data, contig CS5907- [0.0068] | DUF3074 domain-containing protein [0.0066] | DUF4378 domain-containing protein [0.0057] | WGS project CBME000000000 data, contig [0.0047]",True,False,False,False,GO:0043167,ion binding,0.9079,1,GO:0043167,ion binding,0.9079,1,20,13,5,ion binding | cation binding | metal ion binding | transition metal ion binding | intracellular part | zinc ion binding | cellular component assembly | cellular component organization | cytoplasm | cellular component organization or biogenesis | positive regulation of biological process | copper ion binding | response to stimulus,True,True,False,2,Heavy-metal-binding protein. Binds one copper per subunit.,7,1,,False,Secondary metabolite biosynthesis.,3,19,,False,Homodimer.,1,182,,False,False,0
B9J08_002471,B9J08_002471,B9J08_002471-t37_1,hypothetical protein,79,4,0,EKC/KEOPS complex subunit GON7,0.0794225416560177,EKC/KEOPS complex subunit GON7 [0.0794] | T-SNARE coiled-coil homology domain-containing protein [0.0151] | Hypothetical protein [0.0088] | Dynactin subunit 1 [0.0072] | Kinesin motor domain-containing protein [0.0061] | ATP synthase F0 subunit B [0.0050] | Dynactin subunit 1-like [0.0041] | Prefoldin subunit 4 [0.0040] | Prefoldin subunit [0.0025] | Kinesin-like protein [0.0016],False,False,False,False,GO:0044464,cell part,0.583,1,GO:0044424,intracellular part,0.3872,4,18,9,0,intracellular part | cell cycle process | cytokinetic process | cell septum assembly | external encapsulating structure part | outer membrane | membrane | cell outer membrane | intracellular organelle,True,False,True,2,Cell surface proteoglycan that bears both heparan sulfate and chondroitin sulfate and that links the cell to the cytoskeleton during cytokinesis.,21,1,,False,Protein modification; protein glycosylation.,4,85,,False,Homodimer.,1,182,,False,False,0
B9J08_003974,B9J08_003974,B9J08_003974-t37_1,hypothetical protein,243,19,0,Hypothetical protein,0.0790205515859191,Hypothetical protein [0.0790] | DUF4524 domain-containing protein [0.0703] | Hypothetical_protein [0.0641] | (pine wood nematode) hypothetical protein [0.0449] | (thale cress) hypothetical protein [0.0126] | DUF2439 domain-containing protein [0.0094] | Transposase [0.0090] | Integrase [0.0075] | Mitochondrial ribosomal protein L24 [0.0062] | Integrase catalytic domain-containing protein [0.0036],True,False,False,False,GO:0005575,cellular_component,0.6553,1,GO:0006810,transport,0.6079,4,20,15,14,transport | establishment of localization | amide transport | protein localization | intracellular part | organic substance transport | heterocyclic compound binding | nitrogen compound transport | localization | macromolecule localization | organic cyclic compound binding | establishment of protein localization | protein transport | peptide transport | nucleic acid binding,True,True,False,2,"This protein is a component of the oligopeptide permease, a binding protein-dependent transport system, it binds cyclic amides such as glycine.",21,1,,False,Nitrogen metabolism.,2,20,,False,Monomer.,1,4,,False,False,0
