Protein,Gene ID,source_id,Product Description,Protein Length,Ortholog count,Paralog count,ProtNLM_Top1,ProtNLM_Top1_Score,ProtNLM_Top10,ProtNLM_Top1_Generic,ProtNLM_Score_GE_0.2,ProtNLM_Score_GE_0.5,ProtNLM_Score_GE_0.8,ProtNote_Top_GO,ProtNote_Top_GO_Description,ProtNote_Top_Probability,ProtNote_Top_Rank,ProtNote_Top_Specific_GO,ProtNote_Top_Specific_Description,ProtNote_Top_Specific_Probability,ProtNote_Top_Specific_Rank,ProtNote_NonObsolete_Count,ProtNote_Specific_Count,ProtNote_HighConf_Specific_Count,ProtNote_All_Specific_Descriptions,Has_ProtNote_Specific_Prediction,Has_HighConf_ProtNote_Specific,ProtNLM_NonGeneric,Candidate_Priority_Score,Beam_Count,Beam_Unique_Normalised_Labels,Beam_Top_Label_Repetition_Count,Beam_Exact_Lexical_Coherence,Beam_Most_Repeated_Normalised_Label,Beam_Normalised_Labels,Suspicious_Output_Reason,Suspicious_Output_Rule_Match,Ortholog_Count_Quartile_Bin,Protein_Length_Quartile_Bin
B9J08_004036,B9J08_004036,B9J08_004036-t37_1,hypothetical protein,421,8,0,Arrestin_N domain-containing protein,0.6763293386141447,Arrestin_N domain-containing protein [0.6763] | Arrestin_C domain-containing protein [0.0472] | PAZ domain-containing protein [0.0203] | Bul1_C domain-containing protein [0.0128] | Arrestin [0.0089] | DUF3668 domain-containing protein [0.0085] | Arrestin domain-containing protein 2 [0.0065] | Arrestin (Or S-antigen) [0.0053] | DUF1785 domain-containing protein [0.0048] | Arrestin domain-containing protein [0.0038],False,True,True,False,GO:0008150,biological_process,0.8125,1,GO:0071704,organic substance metabolic process,0.6072,2,18,15,12,organic substance metabolic process | transport | metabolic process | lipid transport | establishment of localization | localization | cellular metabolic process | organic substance biosynthetic process | biosynthetic process | organic substance transport | viral process | cellular biosynthetic process | symbiotic process | transport of virus in multicellular host | organonitrogen compound biosynthetic process,True,True,True,5,10,10,1,0.1,arrestin | arrestin (or s antigen) | arrestin c domain containing protein | arrestin domain containing protein | arrestin domain containing protein 2 | arrestin n domain containing protein | bul1 c domain containing protein | duf1785 domain containing protein | duf3668 domain containing protein | paz domain containing protein,arrestin n domain containing protein | arrestin c domain containing protein | paz domain containing protein | bul1 c domain containing protein | arrestin | duf3668 domain containing protein | arrestin domain containing protein 2 | arrestin (or s antigen) | duf1785 domain containing protein | arrestin domain containing protein,,False,"(-0.001, 8.0]","(289.0, 433.0]"
B9J08_002754,B9J08_002754,B9J08_002754-t37_1,hypothetical protein,697,47,2,Ubiquitin-like domain-containing protein,0.6444757260886017,Ubiquitin-like domain-containing protein [0.6445] | Rad60-SLD domain-containing protein [0.0223] | Ubiquitinyl hydrolase 1 [0.0201] | Ubiquitin family protein [0.0184] | EC:3.4.19.12 [0.0153] | C2 domain-containing protein [0.0151] | Integral membrane protein [0.0094] | Protein kinase domain-containing protein [0.0092] | Ubiquitin family [0.0048] | Protein kinase-like domain [0.0028],False,True,True,False,GO:0005575,cellular_component,0.9333,1,GO:0016021,integral component of membrane,0.8296,2,16,9,2,integral component of membrane | intrinsic component of membrane | metal ion binding | cation binding | membrane | ion binding | response to stimulus | host cellular component | host cell cytoplasm part,True,True,True,5,10,10,1,0.1,c2 domain containing protein | ec:3.4.19.12 | integral membrane protein | protein kinase domain containing protein | protein kinase like domain | rad60 sld domain containing protein | ubiquitin family | ubiquitin family protein | ubiquitin like domain containing protein | ubiquitinyl hydrolase 1,ubiquitin like domain containing protein | rad60 sld domain containing protein | ubiquitinyl hydrolase 1 | ubiquitin family protein | ec:3.4.19.12 | c2 domain containing protein | integral membrane protein | protein kinase domain containing protein | ubiquitin family | protein kinase like domain,,False,"(22.0, 1864.0]","(433.0, 1649.0]"
B9J08_003812,B9J08_003812,B9J08_003812-t37_1,hypothetical protein,364,418,0,Mab-21 domain-containing protein,0.6291238971968289,Mab-21 domain-containing protein [0.6291] | DUF659 domain-containing protein [0.0123] | E3 ubiquitin-protein ligase [0.0071] | Protein ECM9 [0.0070] | Fuz_longin_1 domain-containing protein [0.0066] | Protein mab-21-like 3 [0.0063] | Mab-21 domain containing protein [0.0060] | Hypothetical protein [0.0054] | Ankyrin repeat protein [0.0038] | Protein mab-21-like 1 [0.0034],False,True,True,False,GO:0005488,binding,0.7956,1,GO:0043167,ion binding,0.7516,3,20,16,4,"ion binding | metal ion binding | cation binding | transferase activity, transferring phosphorus-containing groups | organic cyclic compound binding | transferase activity | iron-sulfur cluster binding | nucleotide binding | metal cluster binding | nucleoside phosphate binding | heterocyclic compound binding | purine nucleotide binding | kinase activity | purine ribonucleoside triphosphate binding | small molecule binding | purine ribonucleotide binding",True,True,True,5,10,9,2,0.2,mab 21 domain containing protein,mab 21 domain containing protein | duf659 domain containing protein | e3 ubiquitin protein ligase | protein ecm9 | fuz longin 1 domain containing protein | protein mab 21 like 3 | mab 21 domain containing protein | hypothetical protein | ankyrin repeat protein | protein mab 21 like 1,,False,"(22.0, 1864.0]","(289.0, 433.0]"
B9J08_004422,B9J08_004422,B9J08_004422-t37_1,hypothetical protein,447,10,0,TPR_REGION domain-containing protein,0.628297275517086,TPR_REGION domain-containing protein [0.6283] | Hypothetical_protein [0.0337] | Tetratricopeptide repeat protein 15 [0.0237] | Tetratricopeptide-like helical [0.0145] | Tetratricopeptide repeat protein [0.0131] | Tetratricopeptide-like helical domain [0.0107] | CHAT domain-containing protein [0.0095] | TTC27 [0.0090] | TPR-like protein [0.0084] | PINc domain-containing protein [0.0056],False,True,True,False,GO:0005575,cellular_component,0.873,1,GO:0044424,intracellular part,0.6623,5,18,12,5,intracellular part | cytoplasm | cellular bud neck | regulation of biological process | regulation of biological quality | regulation of cellular process | incipient cellular bud site | localization | actin cortical patch localization | cell division site | detection of chemical stimulus | establishment of localization,True,True,True,5,10,10,1,0.1,chat domain containing protein | hypothetical protein | pinc domain containing protein | tetratricopeptide like helical | tetratricopeptide like helical domain | tetratricopeptide repeat protein | tetratricopeptide repeat protein 15 | tpr like protein | tpr region domain containing protein | ttc27,tpr region domain containing protein | hypothetical protein | tetratricopeptide repeat protein 15 | tetratricopeptide like helical | tetratricopeptide repeat protein | tetratricopeptide like helical domain | chat domain containing protein | ttc27 | tpr like protein | pinc domain containing protein,,False,"(8.0, 17.0]","(433.0, 1649.0]"
B9J08_005551,B9J08_005551,B9J08_005551-t37_1,hypothetical protein,407,5,0,Arrestin_N domain-containing protein,0.599509779134596,Arrestin_N domain-containing protein [0.5995] | Arrestin_C domain-containing protein [0.0523] | Arrestin domain-containing protein 3 [0.0131] | Arrestin domain-containing protein [0.0119] | Hypothetical_protein [0.0108] | Hypothetical protein [0.0101] | Bul1_C domain-containing protein [0.0083] | Meckelin [0.0058] | Arrestin domain-containing protein 1 [0.0051] | Arrestin domain protein [0.0040],False,True,True,False,GO:0008150,biological_process,0.7486,1,GO:0071704,organic substance metabolic process,0.5738,5,18,12,3,organic substance metabolic process | cytoplasm | intracellular part | cellular metabolic process | metabolic process | chemosynthesis | organic substance biosynthetic process | ligase activity | cellular macromolecule biosynthetic process | biosynthetic process | cellular macromolecule metabolic process | purine ribonucleoside triphosphate binding,True,True,True,5,10,9,2,0.2,hypothetical protein,arrestin n domain containing protein | arrestin c domain containing protein | arrestin domain containing protein 3 | arrestin domain containing protein | hypothetical protein | hypothetical protein | bul1 c domain containing protein | meckelin | arrestin domain containing protein 1 | arrestin domain protein,,False,"(-0.001, 8.0]","(289.0, 433.0]"
B9J08_004780,B9J08_004780,B9J08_004780-t37_1,hypothetical protein,399,23,0,"ATPase expression protein 2, mitochondrial",0.5639391175361558,"ATPase expression protein 2, mitochondrial [0.5639] | Mtf2 domain-containing protein [0.0155] | Genetic interactor of prohibitin 5, mitochondrial [0.0149] | Mitochondrial translational activator [0.0095] | ATPase expression protein 2 [0.0083] | WGS project CCBQ000000000 data, contig 00015 [0.0063] | Transcription termination factor [0.0061] | Transcription termination factor, mitochondrial [0.0041] | ATPase expression protein 2, mitochondrial-like [0.0038] | ATPase expression protein [0.0031]",False,True,True,False,GO:0005575,cellular_component,0.9196,1,GO:0044424,intracellular part,0.8972,2,19,15,15,intracellular part | organic substance metabolic process | metabolic process | macromolecule metabolic process | nitrogen compound metabolic process | protein-containing complex | primary metabolic process | cellular metabolic process | intracellular protein-containing complex | cytoplasm | organic cyclic compound binding | cellular nitrogen compound metabolic process | heterocyclic compound binding | nucleic acid binding | protein metabolic process,True,True,True,5,10,10,1,0.1,"atpase expression protein | atpase expression protein 2 | atpase expression protein 2, mitochondrial | atpase expression protein 2, mitochondrial like | genetic interactor of prohibitin 5, mitochondrial | mitochondrial translational activator | mtf2 domain containing protein | transcription termination factor | transcription termination factor, mitochondrial | wgs project ccbq000000000 data, contig 00015","atpase expression protein 2, mitochondrial | mtf2 domain containing protein | genetic interactor of prohibitin 5, mitochondrial | mitochondrial translational activator | atpase expression protein 2 | wgs project ccbq000000000 data, contig 00015 | transcription termination factor | transcription termination factor, mitochondrial | atpase expression protein 2, mitochondrial like | atpase expression protein",,False,"(22.0, 1864.0]","(289.0, 433.0]"
B9J08_005576,B9J08_005576,B9J08_005576-t37_1,hypothetical protein,541,8,0,Lipase_3 domain-containing protein,0.5573986292051515,"Lipase_3 domain-containing protein [0.5574] | GPS domain-containing protein [0.0154] | EC:3.1.3.16 [0.0083] | EC:3.1.3.4 [0.0073] | Lipase, class 3 [0.0061] | WW domain-containing protein [0.0053] | EC:3.1.3.48 [0.0047] | EC:3.1.1.- [0.0042] | EC:3.1.1.3 [0.0040] | Lipase [0.0039]",False,True,True,False,GO:0005575,cellular_component,0.9779,1,GO:0016021,integral component of membrane,0.8993,3,17,10,7,integral component of membrane | intrinsic component of membrane | localization | establishment of localization | intracellular part | transport | organic substance transport | G protein-coupled peptide receptor activity | G protein-coupled receptor activity | intracellular transport,True,True,True,5,10,10,1,0.1,"ec:3.1.1 | ec:3.1.1.3 | ec:3.1.3.16 | ec:3.1.3.4 | ec:3.1.3.48 | gps domain containing protein | lipase | lipase 3 domain containing protein | lipase, class 3 | ww domain containing protein","lipase 3 domain containing protein | gps domain containing protein | ec:3.1.3.16 | ec:3.1.3.4 | lipase, class 3 | ww domain containing protein | ec:3.1.3.48 | ec:3.1.1 | ec:3.1.1.3 | lipase",,False,"(-0.001, 8.0]","(433.0, 1649.0]"
B9J08_003970,B9J08_003970,B9J08_003970-t37_1,hypothetical protein,488,254,0,AMP-binding domain-containing protein,0.5573889280137649,"AMP-binding domain-containing protein [0.5574] | Acetyl-CoA synthetase-like protein [0.1616] | Carrier domain-containing protein [0.0267] | Acyl-CoA synthetase family member 3, mitochondrial [0.0165] | 4-coumarate--CoA ligase [0.0108] | Acyl-CoA synthetase [0.0080] | AMP-dependent synthetase/ligase [0.0074] | AMP-binding protein [0.0051] | L-aminoadipate-semialdehyde dehydrogenase large subunit [0.0049] | AMP-binding enzyme [0.0049]",False,True,True,False,GO:0005575,cellular_component,0.9214,1,GO:0016021,integral component of membrane,0.6829,4,18,11,4,integral component of membrane | intrinsic component of membrane | intracellular part | membrane | DNA binding | nucleic acid binding | organic cyclic compound binding | intracellular organelle part | organelle part | heterocyclic compound binding | transferase activity,True,True,True,5,10,10,1,0.1,"4 coumarate coa ligase | acetyl coa synthetase like protein | acyl coa synthetase | acyl coa synthetase family member 3, mitochondrial | amp binding domain containing protein | amp binding enzyme | amp binding protein | amp dependent synthetase/ligase | carrier domain containing protein | l aminoadipate semialdehyde dehydrogenase large subunit","amp binding domain containing protein | acetyl coa synthetase like protein | carrier domain containing protein | acyl coa synthetase family member 3, mitochondrial | 4 coumarate coa ligase | acyl coa synthetase | amp dependent synthetase/ligase | amp binding protein | l aminoadipate semialdehyde dehydrogenase large subunit | amp binding enzyme",,False,"(22.0, 1864.0]","(433.0, 1649.0]"
B9J08_000505,B9J08_000505,B9J08_000505-t37_1,hypothetical protein,285,8,0,THO complex subunit 2,0.5179557502044007,"THO complex subunit 2 [0.5180] | THOC2_N domain-containing protein [0.1685] | THO complex subunit 2-like [0.0222] | THO complex, subunit THOC1 [0.0163] | MIF4G domain-containing protein [0.0152] | CCR4-NOT transcription complex subunit 11 [0.0142] | Hypothetical protein [0.0093] | THO complex subunit 2 (inferred by orthology to a human protein) [0.0081] | Tho2 domain-containing protein [0.0059] | THO complex subunit 2-like protein [0.0041]",False,True,True,False,GO:0008150,biological_process,0.8997,1,GO:0032991,protein-containing complex,0.6515,4,16,10,3,protein-containing complex | intracellular part | intracellular protein-containing complex | organelle organization | cytosolic part | cell cycle process | cytoplasm | nuclear protein-containing complex | cellular component organization | intracellular organelle,True,True,True,5,10,10,1,0.1,"ccr4 not transcription complex subunit 11 | hypothetical protein | mif4g domain containing protein | tho complex subunit 2 | tho complex subunit 2 (inferred by orthology to a human protein) | tho complex subunit 2 like | tho complex subunit 2 like protein | tho complex, subunit thoc1 | tho2 domain containing protein | thoc2 n domain containing protein","tho complex subunit 2 | thoc2 n domain containing protein | tho complex subunit 2 like | tho complex, subunit thoc1 | mif4g domain containing protein | ccr4 not transcription complex subunit 11 | hypothetical protein | tho complex subunit 2 (inferred by orthology to a human protein) | tho2 domain containing protein | tho complex subunit 2 like protein",,False,"(-0.001, 8.0]","(173.0, 289.0]"
B9J08_003375,B9J08_003375,B9J08_003375-t37_1,hypothetical protein,397,8,0,F-box domain-containing protein,0.5044340431243298,F-box domain-containing protein [0.5044] | (pine wood nematode) hypothetical protein [0.0358] | Hypothetical_protein [0.0324] | Hypothetical protein [0.0240] | SWIB domain-containing protein [0.0201] | Expressed conserved protein [0.0098] | Ras-GEF domain-containing protein [0.0087] | FBD domain-containing protein [0.0077] | F-box domain protein [0.0056] | F-box protein [0.0050],False,True,True,False,GO:0044424,intracellular part,0.6771,1,GO:0044424,intracellular part,0.6771,1,20,14,10,"intracellular part | organelle part | chromosome, centromeric region | intracellular organelle part | cellular component organization | cellular component organization or biogenesis | chloroplast part | plastid part | intracellular organelle | chromosomal region | intracellular membrane-bounded organelle | plastid | chloroplast | chromosomal part",True,True,True,5,10,9,2,0.2,hypothetical protein,f box domain containing protein | (pine wood nematode) hypothetical protein | hypothetical protein | hypothetical protein | swib domain containing protein | expressed conserved protein | ras gef domain containing protein | fbd domain containing protein | f box domain protein | f box protein,,False,"(-0.001, 8.0]","(289.0, 433.0]"
B9J08_002028,B9J08_002028,B9J08_002028-t37_1,hypothetical protein,104,14,0,Histidine kinase,0.5001204745465493,Histidine kinase [0.5001] | 2TM domain-containing protein [0.0970] | DUF485 domain-containing protein [0.0758] | DUF202 domain-containing protein [0.0630] | DUF3955 domain-containing protein [0.0315] | Conserved hypothetical membrane protein [0.0130] | Transmembrane protein [0.0116] | Group-specific protein [0.0101] | EC:2.-.-.- [0.0073] | PTS cellobiose transporter subunit IIA [0.0050],False,True,True,False,GO:0031224,intrinsic component of membrane,0.9689,1,GO:0031224,intrinsic component of membrane,0.9689,1,17,12,10,intrinsic component of membrane | integral component of membrane | membrane | cellular component organization | cellular component assembly | cellular component organization or biogenesis | protein-containing complex assembly | protein-containing complex subunit organization | cellular protein-containing complex assembly | leaflet of membrane bilayer | vacuolar proton-transporting V-type ATPase complex assembly | proton-transporting two-sector ATPase complex assembly,True,True,True,5,10,10,1,0.1,2tm domain containing protein | conserved hypothetical membrane protein | duf202 domain containing protein | duf3955 domain containing protein | duf485 domain containing protein | ec:2 | group specific protein | histidine kinase | pts cellobiose transporter subunit iia | transmembrane protein,histidine kinase | 2tm domain containing protein | duf485 domain containing protein | duf202 domain containing protein | duf3955 domain containing protein | conserved hypothetical membrane protein | transmembrane protein | group specific protein | ec:2 | pts cellobiose transporter subunit iia,,False,"(8.0, 17.0]","(65.999, 173.0]"
B9J08_005333,B9J08_005333,B9J08_005333-t37_1,hypothetical protein,99,19,0,Hypothetical protein,0.8662985964655129,Hypothetical protein [0.8663] | Secreted protein [0.0292] | (pine wood nematode) hypothetical protein [0.0051] | Sec-independent protein translocase protein TatA [0.0035] | Sec translocon accessory complex subunit YajC [0.0032] | Protein TolA [0.0030] | Hypothetical salivary protein [0.0018] | Hypothetical membrane protein [0.0017] | Secretory carrier membrane protein [0.0012] | Hypothetical-protein [0.0011],True,True,True,True,GO:0031224,intrinsic component of membrane,0.7456,1,GO:0031224,intrinsic component of membrane,0.7456,1,17,12,3,intrinsic component of membrane | integral component of membrane | host cell part | host cellular component | extracellular region | positive regulation of gene expression | regulation of biological process | positive regulation of biological process | host cell membrane | host intracellular part | regulation of gene expression | regulation of multicellular organismal process,True,True,False,4,10,9,2,0.2,hypothetical protein,hypothetical protein | secreted protein | (pine wood nematode) hypothetical protein | sec independent protein translocase protein tata | sec translocon accessory complex subunit yajc | protein tola | hypothetical salivary protein | hypothetical membrane protein | secretory carrier membrane protein | hypothetical protein,,False,"(17.0, 22.0]","(65.999, 173.0]"
B9J08_004148,B9J08_004148,B9J08_004148-t37_1,hypothetical protein,336,21,0,Opaque-phase-specific protein OP4,0.8145197206860652,"Opaque-phase-specific protein OP4 [0.8145] | Secreted protein [0.0472] | Opaque-phase-specific protein OP4, [0.0088] | Opaque-phase-specific protein [0.0059] | Cell wall mannoprotein 1 [0.0027] | Conserved secreted protein [0.0022] | Effector protein [0.0021] | Extracellular protein [0.0017] | Opaque-phase-specific protein OP4 protein [0.0016] | Secreted protein 1 [0.0016]",False,True,True,True,GO:0005575,cellular_component,0.9424,1,GO:0016020,membrane,0.4706,9,16,10,0,membrane | extracellular region | cell wall | external encapsulating structure | nitrogen compound metabolic process | interspecies interaction between organisms | plasma membrane | isomerase activity | periplasmic space | metabolic process,True,False,True,4,10,9,2,0.2,opaque phase specific protein op4,opaque phase specific protein op4 | secreted protein | opaque phase specific protein op4 | opaque phase specific protein | cell wall mannoprotein 1 | conserved secreted protein | effector protein | extracellular protein | opaque phase specific protein op4 protein | secreted protein 1,,False,"(17.0, 22.0]","(289.0, 433.0]"
B9J08_000940,B9J08_000940,B9J08_000940-t37_1,hypothetical protein,306,8,0,RGS domain-containing protein,0.6766388068338786,RGS domain-containing protein [0.6766] | Hypothetical protein [0.0359] | Hypothetical_protein_-_conserved [0.0152] | Hypothetical_protein [0.0150] | Hypothetical_protein_conserved [0.0089] | Str. FM013 [0.0062] | Expressed protein [0.0045] | GED domain-containing protein [0.0025] | N-terminal Ras-GEF domain-containing protein [0.0022] | Annexin [0.0013],False,True,True,False,GO:0009987,cellular process,0.5708,1,GO:0044424,intracellular part,0.4786,7,19,10,0,"intracellular part | microtubule organizing center | intracellular organelle | cytoplasm | protein binding | transferase activity, transferring phosphorus-containing groups | intracellular protein-containing complex | nucleus | protein kinase activity | kinase activity",True,False,True,4,10,8,2,0.2,hypothetical protein | hypothetical protein conserved,rgs domain containing protein | hypothetical protein | hypothetical protein conserved | hypothetical protein | hypothetical protein conserved | str. fm013 | expressed protein | ged domain containing protein | n terminal ras gef domain containing protein | annexin,,False,"(-0.001, 8.0]","(289.0, 433.0]"
B9J08_004379,B9J08_004379,B9J08_004379-t37_1,hypothetical protein,241,21,0,Hypothetical protein,0.56572105005162,Hypothetical protein [0.5657] | Hypothetical_protein [0.1167] | Active regulator of SIRT1 [0.0467] | Regulator of rDNA transcription 14 [0.0172] | NAM-associated domain-containing protein [0.0162] | Hypothetical conserved protein [0.0112] | Serum response factor-binding protein 1 [0.0064] | Conserved protein [0.0059] | Hypothetical [0.0045] | BLOC-1 subunit 6 [0.0017],True,True,True,False,GO:0005575,cellular_component,0.8731,1,GO:0044424,intracellular part,0.853,3,18,12,7,intracellular part | intracellular organelle | intracellular non-membrane-bounded organelle | non-membrane-bounded organelle | cytoplasm | microtubule organizing center part | cell cycle process | mitotic cell cycle process | microtubule organizing center | centriole | cell cycle | cellular metabolic process,True,True,False,4,10,9,2,0.2,hypothetical protein,hypothetical protein | hypothetical protein | active regulator of sirt1 | regulator of rdna transcription 14 | nam associated domain containing protein | hypothetical conserved protein | serum response factor binding protein 1 | conserved protein | hypothetical | bloc 1 subunit 6,,False,"(17.0, 22.0]","(173.0, 289.0]"
B9J08_001314,B9J08_001314,B9J08_001314-t37_1,hypothetical protein,743,20,0,SWI5-dependent HO expression protein 3,0.4910087455039137,"SWI5-dependent HO expression protein 3 [0.4910] | PH domain-containing protein [0.0231] | SWI5 (Y [0.0212] | Spindle pole body protein ppc89 [0.0151] | Milton domain-containing protein [0.0068] | SWI5 [0.0052] | WGS project CCBQ000000000 data, contig 00015 [0.0018] | Spindle pole body component BBP1 [0.0018] | Spindle pole body component SPC42 [0.0017] | WGS project CCBQ000000000 data, contig 00106 [0.0015]",False,True,False,False,GO:0005575,cellular_component,0.7938,1,GO:0044422,organelle part,0.5569,3,18,15,1,"organelle part | intracellular organelle part | protein localization | macromolecule localization | cellular protein localization | cytoskeletal part | cellular localization | cellular macromolecule localization | localization | membrane | intracellular part | chromosome, centromeric region | polymeric cytoskeletal fiber | synaptonemal structure | protein localization to organelle",True,True,True,4,10,10,1,0.1,"milton domain containing protein | ph domain containing protein | spindle pole body component bbp1 | spindle pole body component spc42 | spindle pole body protein ppc89 | swi5 | swi5 (y | swi5 dependent ho expression protein 3 | wgs project ccbq000000000 data, contig 00015 | wgs project ccbq000000000 data, contig 00106","swi5 dependent ho expression protein 3 | ph domain containing protein | swi5 (y | spindle pole body protein ppc89 | milton domain containing protein | swi5 | wgs project ccbq000000000 data, contig 00015 | spindle pole body component bbp1 | spindle pole body component spc42 | wgs project ccbq000000000 data, contig 00106",,False,"(17.0, 22.0]","(433.0, 1649.0]"
B9J08_004831,B9J08_004831,B9J08_004831-t37_1,hypothetical protein,323,28,0,Adherence factor,0.4847514721281613,"Adherence factor [0.4848] | HTH myb-type domain-containing protein [0.1034] | Myb-like domain-containing protein [0.0655] | Adherence factor, [0.0401] | SANT domain-containing protein [0.0373] | Myb-like DNA-binding domain-containing protein [0.0154] | Myb-like DNA-binding domain protein [0.0110] | Adherence factor protein [0.0103] | Adherence protein [0.0085] | Homeodomain-like protein [0.0081]",False,True,False,False,GO:0097159,organic cyclic compound binding,0.9305,1,GO:0097159,organic cyclic compound binding,0.9305,1,20,12,12,organic cyclic compound binding | heterocyclic compound binding | nucleic acid binding | DNA binding | intracellular part | intracellular membrane-bounded organelle | regulation of biological process | intracellular organelle | positive regulation of biological process | nucleus | positive regulation of cellular process | regulation of cellular process,True,True,True,4,10,9,2,0.2,adherence factor,adherence factor | hth myb type domain containing protein | myb like domain containing protein | adherence factor | sant domain containing protein | myb like dna binding domain containing protein | myb like dna binding domain protein | adherence factor protein | adherence protein | homeodomain like protein,,False,"(22.0, 1864.0]","(289.0, 433.0]"
B9J08_000986,B9J08_000986,B9J08_000986-t37_1,hypothetical protein,164,12,0,DUF2040 domain-containing protein,0.4834745643942427,DUF2040 domain-containing protein [0.4835] | FAM192A_Fyv6_N domain-containing protein [0.0659] | Nkap_C domain-containing protein [0.0286] | Hypothetical protein [0.0235] | FAM50A [0.0148] | Nuclear speckle splicing regulatory protein 1 [0.0130] | Protein FAM50 homolog [0.0126] | Nuclear speckle splicing regulatory protein 1-like [0.0097] | Pre-mRNA-splicing factor SYF2 [0.0087] | N-terminal kinase-like-binding protein 1 [0.0081],False,True,False,False,GO:0044464,cell part,0.7436,1,GO:0044424,intracellular part,0.7004,3,16,9,4,intracellular part | intracellular organelle | intracellular membrane-bounded organelle | nucleus | mitochondrion | organelle part | intracellular organelle part | cellular component organization or biogenesis | cellular component organization,True,True,True,4,10,10,1,0.1,duf2040 domain containing protein | fam192a fyv6 n domain containing protein | fam50a | hypothetical protein | n terminal kinase like binding protein 1 | nkap c domain containing protein | nuclear speckle splicing regulatory protein 1 | nuclear speckle splicing regulatory protein 1 like | pre mrna splicing factor syf2 | protein fam50 homolog,duf2040 domain containing protein | fam192a fyv6 n domain containing protein | nkap c domain containing protein | hypothetical protein | fam50a | nuclear speckle splicing regulatory protein 1 | protein fam50 homolog | nuclear speckle splicing regulatory protein 1 like | pre mrna splicing factor syf2 | n terminal kinase like binding protein 1,,False,"(8.0, 17.0]","(65.999, 173.0]"
B9J08_000448,B9J08_000448,B9J08_000448-t37_1,hypothetical protein,545,22,0,N-acetyltransferase domain-containing protein,0.4272966025150223,N-acetyltransferase domain-containing protein [0.4273] | EC:2.3.1.48 [0.0843] | Histone acetyltransferase [0.0771] | EC:2.3.1.97 [0.0407] | Acetyltransferase [0.0212] | Bromo domain-containing protein [0.0177] | EC:2.3.1.257 [0.0147] | GNAT family N-acetyltransferase [0.0120] | Glycylpeptide N-tetradecanoyltransferase [0.0109] | EC:2.3.1.4 [0.0085],False,True,False,False,GO:0005575,cellular_component,0.8557,1,GO:0044424,intracellular part,0.6434,6,20,13,7,intracellular part | cellular localization | macromolecule localization | protein localization | organelle part | intracellular organelle part | membrane | protein localization to membrane | localization | identical protein binding | ion binding | organelle membrane | cellular macromolecule localization,True,True,True,4,10,10,1,0.1,acetyltransferase | bromo domain containing protein | ec:2.3.1.257 | ec:2.3.1.4 | ec:2.3.1.48 | ec:2.3.1.97 | glycylpeptide n tetradecanoyltransferase | gnat family n acetyltransferase | histone acetyltransferase | n acetyltransferase domain containing protein,n acetyltransferase domain containing protein | ec:2.3.1.48 | histone acetyltransferase | ec:2.3.1.97 | acetyltransferase | bromo domain containing protein | ec:2.3.1.257 | gnat family n acetyltransferase | glycylpeptide n tetradecanoyltransferase | ec:2.3.1.4,,False,"(17.0, 22.0]","(433.0, 1649.0]"
